,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Web Link
850,Counter Attack - Multiplayer FPS,GAME,4.3,112565,32M,"1,000,000+",Free,0,Teen,Action,"July 21, 2018",1.1.97,4.4 and up,https://play.google.com/store/apps/details?id=com.SevenBulls.CounterAttackShooter
851,What's Your CS:GO rank?,GAME,2.3,278,2.4M,"10,000+",Free,0,Teen,Trivia,"February 11, 2017",1.0,2.3 and up,
852,Map Callouts for CS:GO,GAME,4.3,211,3.6M,"50,000+",Free,0,Everyone,Action,"January 26, 2018",2.1,4.0.3 and up,
853,Quiz CS:GO players,GAME,4.4,460,31M,"50,000+",Free,0,Everyone,Trivia,"June 23, 2018",4.2,4.0.3 and up,
854,Puzzle for CS:GO,GAME,4.3,247,18M,"10,000+",Free,0,Everyone,Word,"September 16, 2016",1.53,4.0.3 and up,
855,CT-REMOTE,GAME,3.3,19,1.6M,100+,Paid,$4.49,Everyone,Action,"February 10, 2015",1.4,2.3 and up,
856,CT-ART 4.0 (Chess Tactics 1200-2400 ELO),GAME,4.8,8191,Varies with device,"100,000+",Free,0,Everyone,Board,"May 22, 2018",1.1.0,4.1 and up,https://play.google.com/store/apps/details?id=com.chessking.android.learn.ctart4
857,Moto Rider,GAME,4.2,115176,24M,"10,000,000+",Free,0,Teen,Racing,"June 15, 2018",1.2.1,4.0 and up,https://play.google.com/store/apps/details?id=com.appload.motorider
858,Shadow Fight 2,GAME,4.6,10981850,88M,"100,000,000+",Free,0,Everyone 10+,Action,"July 2, 2018",1.9.38,3.0 and up,https://play.google.com/store/apps/details?id=com.nekki.shadowfight
859,Crazy Wheels,GAME,4.0,121082,7.0M,"10,000,000+",Free,0,Teen,Adventure,"January 17, 2018",1.0.7,2.1 and up,
860,Cartoon Wars: Blade,GAME,4.4,165656,38M,"5,000,000+",Free,0,Teen,Arcade,"February 7, 2018",1.1.0,2.3 and up,https://play.google.com/store/apps/details?id=com.gamevil.cartoonwars.blade.global
861,Racing CX,GAME,,4,20M,500+,Free,0,Everyone,Racing,"June 6, 2017",1,2.2 and up,
862,Freecell CY,GAME,4.0,387,1.1M,"50,000+",Free,0,Everyone,Card,"April 16, 2011",1.3.3,1.6 and up,
863,Cytus II,GAME,4.7,16851,81M,"100,000+",Paid,$1.99,Everyone 10+,Music,"August 3, 2018",1.5.0,4.4 and up,https://play.google.com/store/apps/details?id=com.rayark.cytus2
864,Cytus,GAME,4.7,541732,20M,"5,000,000+",Free,0,Everyone,Music,"February 9, 2018",10.0.10,2.3 and up,https://play.google.com/store/apps/details?id=com.rayark.Cytus.full
865,Shadowverse CCG,GAME,4.2,47340,61M,"1,000,000+",Free,0,Teen,Card,"July 30, 2018",2.2.15,4.1 and up,https://play.google.com/store/apps/details?id=com.cygames.Shadowverse
866,SuperBikers 2,GAME,3.9,6200,Varies with device,"500,000+",Free,0,Everyone 10+,Racing,"July 6, 2018",Varies with device,Varies with device,https://play.google.com/store/apps/details?id=eu.dreamup.superbikers2free
867,Dan the Man: Action Platformer,GAME,4.8,528550,73M,"10,000,000+",Free,0,Teen,Arcade,"July 26, 2018",1.2.6,4.1 and up,https://play.google.com/store/apps/details?id=com.halfbrick.dantheman
868,Geometry Dash SubZero,GAME,4.6,260527,49M,"10,000,000+",Free,0,Everyone,Arcade,"December 21, 2017",1.00,4.0 and up,https://play.google.com/store/apps/details?id=com.robtopx.geometrydashsubzero
869,Metal Soldiers 2,GAME,4.4,153649,Varies with device,"10,000,000+",Free,0,Teen,Action,"June 18, 2018",1.11.2,4.1 and up,https://play.google.com/store/apps/details?id=com.playappking.ametalsoldiers2
870,Quiz TRUE or FALSE,GAME,4.6,2464,34M,"50,000+",Free,0,Everyone,Trivia,"February 13, 2018",1.1,4.1 and up,
871,Run Sausage Run!,GAME,4.4,276105,Varies with device,"10,000,000+",Free,0,Everyone 10+,Arcade,"August 1, 2018",Varies with device,4.1 and up,https://play.google.com/store/apps/details?id=com.crazylabs.sausage.run
872,Knife Hit,GAME,4.5,462614,60M,"10,000,000+",Free,0,Everyone,Arcade,"May 22, 2018",1.7.2,4.0.3 and up,https://play.google.com/store/apps/details?id=com.KnifeHitBySevagBaghdasarian.KnifeHit
873,The Visitor,GAME,4.1,39895,25M,"5,000,000+",Free,0,Mature 17+,Adventure,"January 2, 2018",1.2.3,4.1 and up,
874,Just Dance Now,GAME,4.2,794058,56M,"10,000,000+",Free,0,Everyone,Music,"June 12, 2018",2.3.0,4.4 and up,https://play.google.com/store/apps/details?id=com.ubisoft.dance.JustDance
875,DRAGON BALL LEGENDS,GAME,4.6,338742,48M,"5,000,000+",Free,0,Teen,Action,"August 3, 2018",1.11.0,6.0 and up,https://play.google.com/store/apps/details?id=com.bandainamcoent.dblegends_ww
876,DB Ultra Saiyan Battle,GAME,4.5,33,44M,"1,000+",Free,0,Everyone 10+,Action,"July 25, 2018",1.3.7,2.3 and up,
877,Injustice 2,GAME,4.3,504765,36M,"5,000,000+",Free,0,Teen,Action,"July 30, 2018",2.4.1,4.4 and up,https://play.google.com/store/apps/details?id=com.wb.goog.injustice.brawler2017
878,Injustice: Gods Among Us,GAME,4.4,2440877,32M,"10,000,000+",Free,0,Teen,Action,"June 14, 2018",2.21,4.0 and up,https://play.google.com/store/apps/details?id=com.wb.goog.injustice
879,Ultimate DC Challenge,GAME,4.5,937,35M,"10,000+",Free,0,Everyone,Trivia,"October 19, 2017",2.14.5e,4.0.3 and up,
880,Justice League Action Run,GAME,4.3,22333,9.7M,"1,000,000+",Free,0,Everyone 10+,Action,"August 7, 2018",2.01,4.3 and up,
881,Quiz DC,GAME,1.4,33,3.1M,"1,000+",Free,0,Everyone,Trivia,"December 25, 2017",1.10,4.1 and up,
882,MARVEL Contest of Champions,GAME,4.3,2468915,92M,"50,000,000+",Free,0,Teen,Action,"July 30, 2018",19.1.0,4.0.3 and up,
883,MARVEL Avengers Academy,GAME,4.2,304106,Varies with device,"10,000,000+",Free,0,Teen,Adventure,"August 6, 2018",2.8.2,4.0.3 and up,
884,DC Universe Quiz,GAME,4.3,11,23M,500+,Free,0,Everyone,Trivia,"May 22, 2018",3.2.7z,4.0.3 and up,
885,Power Rangers: Legacy Wars,GAME,4.3,264755,91M,"10,000,000+",Free,0,Teen,Action,"July 17, 2018",2.2.1,4.0 and up,https://play.google.com/store/apps/details?id=com.nway.powerrangerslegacywars
886,WDAMAGE: Car Crash Engine,GAME,3.8,47386,96M,"1,000,000+",Free,0,Everyone,Racing,"June 6, 2018",31,4.2 and up,https://play.google.com/store/apps/details?id=com.welg.bdelite
887,Word Search multilingual,GAME,4.2,32849,1.5M,"1,000,000+",Free,0,Everyone,Word,"September 30, 2015",2.2.13,2.3 and up,https://play.google.com/store/apps/details?id=com.berniiiiiiii.random
888,Piano Free - Keyboard with Magic Tiles Music Games,GAME,4.5,785622,Varies with device,"50,000,000+",Free,0,Everyone,Music,"June 29, 2018",1.35.2,4.1 and up,https://play.google.com/store/apps/details?id=com.gismart.realpianofree
889,Racing in Car 2,GAME,4.3,234589,38M,"50,000,000+",Free,0,Everyone,Racing,"November 22, 2016",1.0,2.3.3 and up,https://play.google.com/store/apps/details?id=com.ffgames.racingincar2
890,Bike Racing 3D,GAME,4.2,951435,14M,"50,000,000+",Free,0,Everyone,Racing,"January 17, 2018",2.2,2.1 and up,https://play.google.com/store/apps/details?id=com.wordmobiles.bikeRacing
891,Truck Driver Cargo,GAME,4.1,257531,44M,"10,000,000+",Free,0,Everyone 10+,Racing,"January 18, 2018",7,4.1 and up,https://play.google.com/store/apps/details?id=com.rg.truckdrivercargo
892,Checkers,GAME,4.5,375996,3.3M,"10,000,000+",Free,0,Everyone,Board,"August 6, 2018",1.48.0,4.1 and up,https://play.google.com/store/apps/details?id=com.aphroditeapps.checkers
893,Scratch Logo Quiz. Challenging brain puzzle,GAME,3.3,152102,18M,"10,000,000+",Free,0,Teen,Trivia,"June 30, 2018",4.16,4.1 and up,https://play.google.com/store/apps/details?id=com.enrasoft.scratchthat.logoquiz
894,DF Squid,GAME,,1,14M,100+,Free,0,Everyone,Board,"December 12, 2013",1.0,2.3 and up,
895,DG Mobile,GAME,4.3,59,1.4M,"1,000+",Free,0,Everyone,Board,"April 8, 2017",0.1.10.0,2.3 and up,
896,Destroy Gunners Σ,GAME,4.4,10786,21M,"1,000,000+",Free,0,Everyone,Arcade,"January 14, 2017",1.02,4.0.3 and up,https://play.google.com/store/apps/details?id=jp.shade.DGuns5
897,DH Texas Poker - Texas Hold'em,GAME,4.4,562345,Varies with device,"10,000,000+",Free,0,Teen,Casino,"July 23, 2018",Varies with device,Varies with device,https://play.google.com/store/apps/details?id=com.droidhen.game.poker
898,DEER HUNTER CLASSIC,GAME,4.4,3941129,77M,"50,000,000+",Free,0,Teen,Action,"July 16, 2018",3.12.0,3.0 and up,https://play.google.com/store/apps/details?id=com.glu.deerhunt2
899,DEER HUNTER RELOADED,GAME,4.3,314774,43M,"5,000,000+",Free,0,Teen,Action,"September 16, 2013",3.8.2,2.1 and up,
900,DH Pineapple Poker OFC,GAME,4.2,1878,20M,"100,000+",Free,0,Teen,Casino,"November 9, 2017",1.0.13,3.0 and up,https://play.google.com/store/apps/details?id=com.droidhen.pineapplepoker
901,Call of Mini™ Dino Hunter,GAME,4.2,326042,10M,"10,000,000+",Free,0,Teen,Action,"June 6, 2014",3.1.7,3.0 and up,https://play.google.com/store/apps/details?id=com.trinitigame.android.callofminidinohunter
902,Bike Mayhem Free,GAME,4.3,331692,Varies with device,"10,000,000+",Free,0,Everyone,Racing,"March 27, 2018",Varies with device,4.0.3 and up,https://play.google.com/store/apps/details?id=mobi.bestfreegames.bike.mayhem.extreme.mountain.racing.free
903,Car Crash III Beam DH Real Damage Simulator 2018,GAME,3.6,151,100M,"10,000+",Free,0,Everyone,Racing,"May 20, 2018",1.03,4.1 and up,https://play.google.com/store/apps/details?id=com.SM.CToyFj
904,DEER HUNTER CHALLENGE,GAME,3.7,38767,4.1M,"5,000,000+",Free,0,Everyone 10+,Action,"April 11, 2011",1.4.3,2.0 and up,
905,Defender,GAME,4.6,152395,14M,"10,000,000+",Free,0,Everyone 10+,Action,"July 22, 2016",1.1.9,2.3 and up,https://play.google.com/store/apps/details?id=com.sg.js.Defender
906,Texas HoldEm Poker Deluxe,GAME,4.5,396090,26M,"10,000,000+",Free,0,Teen,Casino,"May 30, 2018",1.7.0,4.0.3 and up,https://play.google.com/store/apps/details?id=com.igg.pokerdeluxe
907,Deck Heroes: Legacy,GAME,4.7,466495,52M,"10,000,000+",Free,0,Teen,Card,"July 16, 2018",11.7.5,2.3.3 and up,https://play.google.com/store/apps/details?id=com.igg.bzbee.deckheroes
908,Shred! Downhill Mountainbiking,GAME,3.9,41683,63M,"1,000,000+",Free,0,Everyone,Arcade,"February 2, 2017",1.67,2.3 and up,https://play.google.com/store/apps/details?id=com.ASBO.Shred
909,Archery Physics Objects Destruction Apple shooter,GAME,4.5,6026,39M,"100,000+",Free,0,Teen,Action,"July 7, 2018",1.04,4.1 and up,
910,Fancy Pants Adventures,GAME,4.7,55952,61M,"1,000,000+",Free,0,Everyone 10+,Arcade,"July 13, 2017",1.0.10,4.1 and up,https://play.google.com/store/apps/details?id=com.overthetopgames.fancypants
911,Lep's World 3 🍀🍀🍀,GAME,4.3,771001,52M,"50,000,000+",Free,0,Everyone 10+,Action,"June 11, 2018",2.0.1.3,4.1 and up,https://play.google.com/store/apps/details?id=at.ner.lepsWorld3Plus
912,Robbery Bob,GAME,4.5,617732,44M,"10,000,000+",Free,0,Everyone 10+,Action,"July 29, 2018",1.18.4,4.1 and up,https://play.google.com/store/apps/details?id=com.chillingo.robberybobfree.android.row
913,Nyan Cat: Lost In Space,GAME,4.5,371318,90M,"10,000,000+",Free,0,Everyone 10+,Arcade,"June 8, 2018",10.1.6,4.1 and up,https://play.google.com/store/apps/details?id=com.istomgames.engine
914,DK Quiz,GAME,4.4,1628,34M,"50,000+",Free,0,Everyone,Trivia,"April 10, 2014",1.3,2.3 and up,https://play.google.com/store/apps/details?id=com.dk.dkquiz
915,Super DK vs Kong Brother Advanced Free Classic,GAME,3.8,66,38M,"10,000+",Free,0,Everyone,Arcade,"July 17, 2018",1.2,4.1 and up,https://play.google.com/store/apps/details?id=com.kong.key
916,DM EVOLUTION,GAME,2.5,450,97M,"10,000+",Free,0,Everyone,Card,"July 23, 2018",2.0.9,4.1 and up,
917,DM Adventure,GAME,,0,11M,10+,Free,0,Everyone,Adventure,"June 18, 2018",1.0.4,2.3 and up,
918,Destiny Ninja Shall we date otome games love story,GAME,4.4,13079,30M,"500,000+",Free,0,Everyone 10+,Adventure,"April 20, 2018",1.6.2,4.0 and up,
919,Free Poker Games : Downtown Casino - Texas Holdem,GAME,4.5,2032,50M,"50,000+",Free,0,Teen,Card,"June 5, 2018",0.1.27,4.1 and up,
920,NARUTO X BORUTO NINJA VOLTAGE,GAME,4.4,267395,71M,"5,000,000+",Free,0,Everyone 10+,Action,"July 19, 2018",1.1.7,4.4 and up,https://play.google.com/store/apps/details?id=com.bandainamcoent.ninjavoltage_app
921,Does not Commute,GAME,4.0,154108,78M,"5,000,000+",Free,0,Everyone,Racing,"October 13, 2015",1.4.2,2.3 and up,https://play.google.com/store/apps/details?id=com.mediocre.commute
922,Kung Fu Do Fighting,GAME,4.0,271214,Varies with device,"10,000,000+",Free,0,Teen,Arcade,"July 25, 2018",Varies with device,Varies with device,https://play.google.com/store/apps/details?id=com.wagame.ChiKuneDoLite
923,How well do you know me?,GAME,3.9,1290,6.4M,"100,000+",Free,0,Everyone,Word,"July 26, 2018",2.3.0,4.1 and up,
924,Dude Perfect 2,GAME,4.5,401648,70M,"10,000,000+",Free,0,Everyone,Action,"April 12, 2017",1.6.1,4.0.3 and up,https://play.google.com/store/apps/details?id=com.miniclip.dudeperfect
925,Endless Ducker,GAME,4.5,8193,41M,"500,000+",Free,0,Everyone,Arcade,"September 16, 2016",1.0.7,4.0.3 and up,https://play.google.com/store/apps/details?id=com.dudeperfect.codyducker
926,that's lit,GAME,4.7,1115,39M,"100,000+",Free,0,Everyone,Arcade,"July 7, 2017",1.0,4.3 and up,https://play.google.com/store/apps/details?id=com.dudeperfect.gingerjetpack
927,Dash Quest Heroes,GAME,4.3,8432,59M,"500,000+",Free,0,Everyone 10+,Adventure,"July 16, 2018",1.4.0,4.1 and up,https://play.google.com/store/apps/details?id=com.tinytitanstudios.dq2
928,Jungle book-The Great Escape,GAME,3.9,2362,25M,"100,000+",Free,0,Everyone,Action,"July 17, 2013",1.3,2.3 and up,
929,Bunny Skater,GAME,4.2,139432,4.7M,"10,000,000+",Free,0,Everyone,Adventure,"November 20, 2013",1.5,2.1 and up,https://play.google.com/store/apps/details?id=com.dq.zombieskater.main
930,The Walking Zombie: Dead City,GAME,4.6,58575,96M,"1,000,000+",Free,0,Teen,Action,"February 21, 2018",2.55,4.1 and up,https://play.google.com/store/apps/details?id=com.aldagames.thewalkdead
931,Dr. Parking 4,GAME,4.4,475369,13M,"50,000,000+",Free,0,Everyone,Racing,"March 6, 2018",1.14,4.0.3 and up,https://play.google.com/store/apps/details?id=com.ansangha.drparking4
932,Dr. Driving 2,GAME,4.6,358633,19M,"10,000,000+",Free,0,Everyone,Racing,"May 3, 2018",1.32,4.0.3 and up,https://play.google.com/store/apps/details?id=com.ansangha.drjb
933,Dr. Parker : Parking Simulator,GAME,4.5,14253,81M,"1,000,000+",Free,0,Everyone,Racing,"January 18, 2018",3.1,4.0 and up,
934,Dr. Parker : Real car parking simulation,GAME,4.6,15829,95M,"1,000,000+",Free,0,Everyone,Racing,"July 24, 2018",1.29,4.0 and up,https://play.google.com/store/apps/details?id=net.carparkingames.highspeedparkingsimulator
935,Dr. Rocket,GAME,4.0,42182,3.4M,"1,000,000+",Free,0,Everyone,Arcade,"January 6, 2018",1.11,4.1 and up,https://play.google.com/store/apps/details?id=com.ansangha.drrocket
936,Dr. Dominoes,GAME,4.0,2700,5.7M,"500,000+",Free,0,Everyone,Board,"January 3, 2018",1.06,4.1 and up,https://play.google.com/store/apps/details?id=com.ansangha.drdominoes
937,Dr. Gomoku,GAME,3.9,85317,4.5M,"5,000,000+",Free,0,Everyone,Board,"January 15, 2018",1.54,4.0.3 and up,https://play.google.com/store/apps/details?id=com.ansangha.drgomoku
938,Dr. Chess,GAME,4.1,97209,6.7M,"1,000,000+",Free,0,Everyone,Board,"January 14, 2018",1.41,4.0.3 and up,https://play.google.com/store/apps/details?id=com.ansangha.drchess
939,Dr Dre - Beatmaker,GAME,4.3,146,6.0M,"10,000+",Free,0,Mature 17+,Music,"February 28, 2018",5.3.8,4.0 and up,https://play.google.com/store/apps/details?id=us.hiphopbeatmaker.drdre
940,Dr. Splorchy Presents Space Heroes,GAME,4.6,18,31M,100+,Paid,$4.99,Mature 17+,Adventure,"July 23, 2018",1.0,7.0 and up,
941,Dr Driving Racer,GAME,4.3,183,68M,"10,000+",Free,0,Everyone,Racing,"June 14, 2018",2.1,4.1 and up,
942,Dr. Shogi,GAME,3.3,19291,5.1M,"1,000,000+",Free,0,Everyone,Board,"January 2, 2018",1.24,4.1 and up,https://play.google.com/store/apps/details?id=com.ansangha.drshogi
943,DraStic DS Emulator,GAME,4.6,87766,12M,"1,000,000+",Paid,$4.99,Everyone,Action,"July 19, 2016",r2.5.0.3a,2.3 and up,https://play.google.com/store/apps/details?id=com.dsemu.drastic
944,NDS Emulator - For Android 6,GAME,4.1,14002,19M,"1,000,000+",Free,0,Everyone,Arcade,"July 26, 2018",pb1.0.0.1,4.0.3 and up,
945,Free DS Emulator,GAME,4.1,22896,19M,"1,000,000+",Free,0,Everyone,Arcade,"July 26, 2018",pb1.0.0.1,4.0.3 and up,
946,nds4droid,GAME,3.4,107778,8.8M,"10,000,000+",Free,0,Everyone,Arcade,"February 12, 2016",47,2.3.3 and up,https://play.google.com/store/apps/details?id=com.opendoorstudios.ds4droid
947,MegaNDS (NDS Emulator),GAME,3.4,2218,11M,"500,000+",Free,0,Everyone,Arcade,"October 18, 2017",2.0,4.0 and up,
948,EmuBox - Fast Retro Emulator,GAME,3.9,1576,43M,"50,000+",Free,0,Everyone,Arcade,"August 5, 2018",2.1.1,4.1 and up,https://play.google.com/store/apps/details?id=com.emulator.box.aio
949,Simple x3DS Emulator - BETA,GAME,,0,Varies with device,"50,000+",Free,0,Everyone,Arcade,"June 13, 2018",Varies with device,Varies with device,
950,DS Tower Defence,GAME,3.2,768,1.4M,"100,000+",Free,0,Everyone,Arcade,"June 5, 2013",1.0,1.5 and up,https://play.google.com/store/apps/details?id=identity.bbs.towerdefense
951,RetroArch,GAME,3.8,21423,84M,"1,000,000+",Free,0,Everyone,Action,"May 4, 2018",1.7.3,2.3 and up,https://play.google.com/store/apps/details?id=com.retroarch
952,Riptide GP: Renegade,GAME,4.7,4328,Varies with device,"100,000+",Paid,$2.99,Everyone 10+,Racing,"June 1, 2018",1.2.1,4.1 and up,https://play.google.com/store/apps/details?id=com.vectorunit.silver.googleplay
953,Wheelie Challenge,GAME,4.6,137338,51M,"5,000,000+",Free,0,Everyone,Racing,"July 13, 2018",1.44,4.1 and up,
954,Dirt Trackin Sprint Cars,GAME,3.8,499,47M,"10,000+",Paid,$3.99,Everyone,Racing,"May 10, 2018",1.0.13,5.0 and up,https://play.google.com/store/apps/details?id=com.dt.sprintcars
955,Sword of Chaos - Lame du Chaos,GAME,4.5,23599,96M,"100,000+",Free,0,Teen,Action,"June 1, 2018",11.0.2,4.0 and up,https://play.google.com/store/apps/details?id=com.allstargames.ggplay.wsjjfr
956,Hotel Insanity,GAME,4.2,3816,31M,"100,000+",Free,0,Teen,Arcade,"July 7, 2016",1.0,3.0 and up,
957,Retro City Rampage DX,GAME,4.7,416,16M,"10,000+",Paid,$2.99,Teen,Action,"January 12, 2017",1.0.5,4.0 and up,
958,Shoot! DX - lights for FREE,GAME,,4,Varies with device,100+,Free,0,Everyone,Action,"June 23, 2018",Varies with device,Varies with device,
959,Santa's Monster Shootout DX,GAME,5.0,4,33M,50+,Paid,$1.99,Teen,Action,"August 15, 2013",1.05,2.2 and up,
960,American Sniper City Fight Shooting Assassin,GAME,4.1,395,54M,"50,000+",Free,0,Teen,Action,"November 24, 2017",1.4,2.3 and up,
961,Street Skater 3D,GAME,3.6,120852,21M,"10,000,000+",Free,0,Teen,Action,"October 24, 2017",1.1,4.0.3 and up,https://play.google.com/store/apps/details?id=com.mastercomlimited.streetskater
962,DZ-JOKER,GAME,,6,18M,100+,Free,0,Everyone,Arcade,"May 4, 2017",1.0,2.3 and up,
963,Super ball DZ,GAME,,24,32M,"1,000+",Free,0,Teen,Action,"September 21, 2017",1.0.4,4.1 and up,
964,Ludo Dz,GAME,4.5,17,28M,500+,Free,0,Everyone,Board,"August 27, 2017",1.0,4.1 and up,
965,Need for Speed™ No Limits,GAME,4.4,3344300,22M,"50,000,000+",Free,0,Everyone 10+,Racing,"July 24, 2018",2.12.1,4.1 and up,https://play.google.com/store/apps/details?id=com.ea.game.nfs14_row
966,Lost Journey (Dreamsky),GAME,4.5,32344,29M,"1,000,000+",Paid,$0.99,Everyone,Adventure,"October 21, 2016",1.3.12,3.0 and up,
967,Peggle Blast,GAME,4.1,166251,19M,"5,000,000+",Free,0,Everyone,Card,"December 11, 2017",2.16.0,4.0.3 and up,https://play.google.com/store/apps/details?id=com.ea.game.pegglex_row
968,Heroes of Dragon Age,GAME,4.2,70389,28M,"1,000,000+",Free,0,Teen,Action,"May 9, 2018",5.3.1,2.3.3 and up,
969,SCRABBLE,GAME,3.9,172281,50M,"5,000,000+",Free,0,Everyone,Word,"August 1, 2018",5.27.0.729,4.1 and up,
970,Asphalt Xtreme: Rally Racing,GAME,4.5,567984,39M,"10,000,000+",Free,0,Everyone,Racing,"July 16, 2018",1.7.3b,4.0.3 and up,https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftMOHM
971,League of Stickman 2018- Ninja Arena PVP(Dreamsky),GAME,4.4,32496,99M,"1,000,000+",Paid,$0.99,Teen,Action,"July 3, 2018",5.3.3,2.3 and up,
972,Modern Combat 5: eSports FPS,GAME,4.3,2903386,58M,"100,000,000+",Free,0,Mature 17+,Action,"July 24, 2018",3.2.1c,4.0 and up,https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftM5HM
973,Mass Effect: Andromeda APEX HQ,GAME,3.4,4490,92M,"100,000+",Free,0,Everyone 10+,Action,"September 21, 2017",1.18.1,4.1 and up,https://play.google.com/store/apps/details?id=com.ea.gp.masseffectandromedacompanion
974,Mirror’s Edge™ Companion,GAME,3.4,1995,43M,"100,000+",Free,0,Everyone,Action,"June 28, 2016",1.2.2,4.4 and up,https://play.google.com/store/apps/details?id=com.ea.gp.mirrorsedgecompanion
975,Stickman Legends: Shadow Wars,GAME,4.4,38419,100M,"1,000,000+",Paid,$0.99,Everyone 10+,Action,"August 3, 2018",2.3.24,4.1 and up,
976,Gear.Club - True Racing,GAME,4.4,140658,37M,"1,000,000+",Free,0,Everyone,Racing,"August 1, 2018",1.21.2,4.3 and up,https://play.google.com/store/apps/details?id=com.edengames.GTSpirit
977,Mental Hospital:EB 2 Lite,GAME,4.1,5341,8.8M,"100,000+",Free,0,Teen,Action,"April 30, 2014",1.0,4.0 and up,https://play.google.com/store/apps/details?id=com.agaming.mentalhospitalblociilite
978,EC Mover,GAME,5.0,5,4.6M,10+,Free,0,Everyone,Racing,"August 1, 2018",1.11,4.0.3 and up,
979,EF Jumper,GAME,,4,5.1M,100+,Free,0,Everyone,Arcade,"July 13, 2017",Build 12,2.2 - 7.1.1,
980,E.G. Chess Free,GAME,4.0,505,23M,"10,000+",Free,0,Everyone,Board,"December 6, 2014",1.0.28,2.3 and up,
981,E.G. Chess,GAME,4.3,56,23M,"1,000+",Paid,$0.99,Everyone,Board,"December 6, 2014",1.0.28,2.3 and up,
982,L.A. Crime Stories 2 Mad City Crime,GAME,4.2,3946,42M,"100,000+",Free,0,Teen,Racing,"March 30, 2017",1.04,2.3 and up,
983,LA Stories 4 New Order Sandbox 2018,GAME,4.2,17453,99M,"1,000,000+",Free,0,Mature 17+,Racing,"June 1, 2018",1.06,2.3 and up,https://play.google.com/store/apps/details?id=com.EG.LACrimeStories4
984,L.A. Crime Stories Mad City Crime,GAME,4.0,30008,99M,"1,000,000+",Free,0,Mature 17+,Racing,"March 30, 2017",1.26,2.3 and up,https://play.google.com/store/apps/details?id=com.EG.LACrimeStories
985,Miraculous Ladybug & Cat Noir - The Official Game,GAME,4.5,185382,99M,"10,000,000+",Free,0,Everyone,Action,"July 30, 2018",1.0.6,4.4 and up,
986,Betul Ke Bohong Eh?,GAME,4.2,601,6.4M,"100,000+",Free,0,Everyone,Trivia,"April 3, 2015",1.0.1,2.3 and up,https://play.google.com/store/apps/details?id=com.lipandes.game.betulkebohong
987,Eh Amego!,GAME,3.8,13388,7.1M,"500,000+",Free,0,Everyone,Arcade,"August 24, 2015",2.0.5,2.2 and up,
988,MazeMilitia Classic Multiplayer Shooting Game,GAME,4.4,1294,44M,"50,000+",Free,0,Mature 17+,Action,"March 8, 2018",1.2,4.1 and up,https://play.google.com/store/apps/details?id=com.xsquads.mazemilitia.classic
989,ZOMBIE RIPPER,GAME,3.7,16073,94M,"500,000+",Free,0,Mature 17+,Action,"November 14, 2017",1.4,4.0 and up,
990,Horror Hospital,GAME,3.7,63986,26M,"1,000,000+",Free,0,Teen,Action,"October 10, 2017",6.0,2.3 and up,
991,Mad Skills Motocross,GAME,4.0,32522,44M,"1,000,000+",Free,0,Everyone,Racing,"January 25, 2016",1.2.0,2.0 and up,
992,Pineapple Pen,GAME,4.3,157264,65M,"10,000,000+",Free,0,Everyone,Arcade,"December 30, 2016",1.31,4.0.3 and up,https://play.google.com/store/apps/details?id=com.ketchapp.pineapplepen
993,Guess The Emoji,GAME,4.5,76627,23M,"5,000,000+",Free,0,Everyone,Word,"July 3, 2018",8.16g,4.2 and up,https://play.google.com/store/apps/details?id=superapp.guesstheemoji
994,Camping RV Caravan Parking 3D,GAME,3.3,5290,48M,"500,000+",Free,0,Everyone,Racing,"December 18, 2014",1.3,2.3 and up,
995,Grand Bat Superhero Flying Assault Rescue Mission,GAME,4.4,1094,37M,"500,000+",Free,0,Teen,Action,"July 9, 2018",1.1,4.1 and up,
996,Zombie Frontier,GAME,4.2,326689,20M,"10,000,000+",Free,0,Teen,Action,"May 30, 2018",1.31,4.2 and up,https://play.google.com/store/apps/details?id=com.feelingtouch.gunzombie
997,RUN JUMP RUN-fun games for free,GAME,4.4,661,42M,"100,000+",Free,0,Everyone,Action,"April 20, 2018",1.5.2,3.0 and up,
998,Tamago egg,GAME,3.0,49,7.1M,"5,000+",Free,0,Everyone,Trivia,"October 31, 2017",1.0.1,2.3.3 and up,https://play.google.com/store/apps/details?id=com.examobile.tamago.egg
999,Let's Poke The Egg,GAME,3.4,9051,23M,"1,000,000+",Free,0,Everyone,Arcade,"February 4, 2017",1.2,2.3 and up,
1000,Survival: Prison Escape,GAME,4.0,127810,33M,"10,000,000+",Free,0,Mature 17+,Action,"August 1, 2018",1.8.8,4.4 and up,https://play.google.com/store/apps/details?id=com.incredible_free_games.survival.prison.escape
1001,TAMAGO Monsters Returns,GAME,4.1,104583,37M,"1,000,000+",Free,0,Everyone,Arcade,"August 18, 2016",3.45,2.3 and up,https://play.google.com/store/apps/details?id=kr.co.smartstudy.tamago3
1002,Traffic Sniper Counter Attack,GAME,4.3,5339,38M,"1,000,000+",Free,0,Teen,Action,"December 5, 2017",1.0,2.3 and up,
1003,Rope Superhero Unlimited,GAME,4.4,6735,26M,"1,000,000+",Free,0,Mature 17+,Action,"May 10, 2017",1.1,2.3 and up,
